Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	22	0	0.00860273793	287.400695	287.400695	287.400695	287.400695	0	0	0	0	72.3334	0	0	3
2	23	0	0.0172054759	288.162717	287.781706	287.400695	288.162717	0.381010999	0	0	0	40.3727	0	0	3
3	23	0	0.0258082138	288.530894	288.031435	287.400695	288.530894	0.630740239	0	0	0	31.0124	0	0	3
4	24	0	0.0344109517	288.606384	288.175172	287.400695	288.606384	0.774477496	0	0	0	27.6389	0	0	3
5	25	0	0.0430136897	288.601303	288.260399	287.400695	288.606384	0.859703689	0	0	0	25.4455	0	0	3
6	26	0	0.0516164276	288.893513	288.365918	287.400695	288.893513	0.96522275	0	0	0	20.7802	0	0	3
7	26	0	0.0602191655	289.300908	288.499488	287.400695	289.300908	1.09879286	0	0	0	18.0606	0	0	3
8	27	0	0.0688219035	289.479283	288.621962	287.400695	289.479283	1.22126729	0	0	0	14.9673	0	0	3
9	28	0	0.0774246414	289.315742	288.699049	287.400695	289.479283	1.29835395	0	0	0	14.9012	0	0	3
10	28	0	0.0860273793	289.125802	288.741724	287.400695	289.479283	1.34102927	0	0	0	14.5649	0	0	3
11	29	0	0.0946301173	288.892475	288.755429	287.400695	289.479283	1.35473387	0	0	0	14.5718	0	0	3
12	30	0	0.103232855	288.649769	288.746624	287.400695	289.479283	1.35473387	0	0	0	14.0849	0	0	3
13	30	0	0.111835593	288.457434	288.724379	287.400695	289.479283	1.35473387	0	0	0	14.0295	0	0	3
14	31	0	0.120438331	288.362498	288.69853	287.400695	289.479283	1.35473387	0	0	0	13.7446	0	0	3
15	31	0	0.129041069	288.353066	288.675499	287.400695	289.479283	1.35473387	0	0	0	13.661	0	0	3
16	32	0	0.137643807	288.426279	288.659923	287.400695	289.479283	1.35473387	0	0	0	12.7602	0	0	3
17	33	0	0.146246545	288.561794	288.65415	287.400695	289.479283	1.35473387	0	0	0	11.9008	0	0	3
18	33	0	0.154849283	288.74092	288.658971	287.400695	289.479283	1.35473387	0	0	0	10.9443	0	0	3
