Iteration	CPUTime	PhysTime	Travels
1	14	0	0.00992953813
2	15	0	0.0198590763
3	15	0	0.0297886144
4	16	0	0.0397181525
5	17	0	0.0496476907
6	17	0	0.0595772288
7	17	0	0.0695067669
8	18	0	0.0794363051
9	18	0	0.0893658432
10	19	0	0.0992953813
11	19	0	0.109224919
12	20	0	0.119154458
13	20	0	0.129083996
14	21	0	0.139013534
15	21	0	0.148943072
16	21	0	0.15887261
17	22	0	0.168802148
18	22	0	0.178731686
19	23	0	0.188661225
20	23	0	0.198590763
21	24	0	0.208520301
22	24	0	0.218449839
23	24	0	0.228379377
24	25	0	0.238308915
25	25	0	0.248238453
26	26	0	0.258167991
27	26	0	0.26809753
28	26	0	0.278027068
29	27	0	0.287956606
30	27	0	0.297886144
31	28	0	0.307815682
32	28	0	0.31774522
33	29	0	0.327674758
34	29	0	0.337604297
35	29	0	0.347533835
36	30	0	0.357463373
37	30	0	0.367392911
38	31	0	0.377322449
39	31	0	0.387251987
40	31	0	0.397181525
41	32	0	0.407111063
42	32	0	0.417040602
43	33	0	0.42697014
44	33	0	0.436899678
45	33	0	0.446829216
46	34	0	0.456758754
47	34	0	0.466688292
48	35	0	0.47661783
49	35	0	0.486547369
50	36	0	0.496476907
51	36	0	0.506406445
52	36	0	0.516335983
53	37	0	0.526265521
54	37	0	0.536195059
55	38	0	0.546124597
56	38	0	0.556054135
57	38	0	0.565983674
58	39	0	0.575913212
59	39	0	0.58584275
60	40	0	0.595772288
61	40	0	0.605701826
62	41	0	0.615631364
63	41	0	0.625560902
64	41	0	0.635490441
65	42	0	0.645419979
66	42	0	0.655349517
67	43	0	0.665279055
68	43	0	0.675208593
69	43	0	0.685138131
70	44	0	0.695067669
71	44	0	0.704997208
72	45	0	0.714926746
73	45	0	0.724856284
74	46	0	0.734785822
75	46	0	0.74471536
76	46	0	0.754644898
77	47	0	0.764574436
78	47	0	0.774503974
79	48	0	0.784433513
80	48	0	0.794363051
81	49	0	0.804292589
82	49	0	0.814222127
83	49	0	0.824151665
84	50	0	0.834081203
85	50	0	0.844010741
86	51	0	0.85394028
87	51	0	0.863869818
88	51	0	0.873799356
89	52	0	0.883728894
90	52	0	0.893658432
91	53	0	0.90358797
92	53	0	0.913517508
93	54	0	0.923447046
94	54	0	0.933376585
95	54	0	0.943306123
96	55	0	0.953235661
97	55	0	0.963165199
98	56	0	0.973094737
99	56	0	0.983024275
100	56	0	0.992953813
101	57	0	1.00288335
102	57	0	1.01281289
103	58	0	1.02274243
104	58	0	1.03267197
105	59	0	1.0426015
106	59	0	1.05253104
107	60	0	1.06246058
108	60	0	1.07239012
109	61	0	1.08231966
110	61	0	1.09224919
111	62	0	1.10217873
112	62	0	1.11210827
113	63	0	1.12203781
114	63	0	1.13196735
115	63	0	1.14189689
116	64	0	1.15182642
117	64	0	1.16175596
118	65	0	1.1716855
119	65	0	1.18161504
120	66	0	1.19154458
121	66	0	1.20147411
122	67	0	1.21140365
123	67	0	1.22133319
