0	0	0
0.007933406	0.022183334	0
0.017210325	0.031315002	0
0.026730042	0.038238393	0
0.03638343	0.043984114	0
0.046126861	0.048951944	0
0.055937221	0.053347406	0
0.065800296	0.057293002	0
0.075706487	0.060868908	0
0.085648869	0.064131123	0
0.095622198	0.067120693	0
0.105622352	0.069868848	0
0.115645995	0.072400066	0
0.12569036	0.074734011	0
0.135753108	0.076886803	0
0.145832226	0.078871887	0
0.155925961	0.080700649	0
0.166032767	0.082382855	0
0.176151266	0.083926976	0
0.186280221	0.085340439	0
0.19641851	0.086629806	0
0.206565112	0.08780093	0
0.216719092	0.088859062	0
0.226879588	0.089808949	0
0.237045804	0.090654903	0
0.247216999	0.091400864	0
0.257392484	0.092050449	0
0.267571617	0.092606991	0
0.277753793	0.093073577	0
0.287938447	0.093453073	0
0.298125046	0.09374815	0
0.308313089	0.093961303	0
0.318502103	0.094094873	0
0.328691638	0.094151056	0
0.338881271	0.094131921	0
0.349070601	0.094039419	0
0.359259246	0.093875394	0
0.369446844	0.093641591	0
0.379633052	0.093339664	0
0.389817541	0.092971182	0
0.399999997	0.092537636	0
0.410080059	0.092047569	0
0.420158959	0.09150945	0
0.430236582	0.090924556	0
0.440312813	0.090294101	0
0.450387545	0.089619243	0
0.460460674	0.088901083	0
0.4705321	0.088140669	0
0.480601729	0.087339003	0
0.49066947	0.086497036	0
0.500735236	0.085615675	0
0.510798942	0.084695783	0
0.520860509	0.083738183	0
0.530919859	0.082743655	0
0.540976917	0.081712942	0
0.551031612	0.08064675	0
0.561083875	0.079545747	0
0.571133638	0.078410569	0
0.581180836	0.077241814	0
0.591225407	0.07604005	0
0.60126729	0.074805812	0
0.611306424	0.073539602	0
0.621342752	0.072241894	0
0.631376218	0.070913131	0
0.641406766	0.069553725	0
0.651434341	0.068164062	0
0.66145889	0.066744498	0
0.671480361	0.065295362	0
0.6814987	0.063816957	0
0.691513857	0.062309557	0
0.70152578	0.060773411	0
0.711534418	0.059208744	0
0.721539721	0.057615752	0
0.731541636	0.055994608	0
0.741540112	0.054345461	0
0.7515351	0.052668434	0
0.761526545	0.050963627	0
0.771514396	0.049231114	0
0.781498601	0.047470949	0
0.791479104	0.045683159	0
0.801455851	0.04386775	0
0.811428786	0.042024704	0
0.821397853	0.040153983	0
0.831362992	0.038255522	0
0.841324145	0.036329237	0
0.851281251	0.034375022	0
0.861234247	0.032392747	0
0.871183068	0.030382262	0
0.881127648	0.028343395	0
0.891067919	0.02627595	0
0.901003811	0.024179715	0
0.910935252	0.022054452	0
0.920862167	0.019899903	0
0.930784479	0.017715791	0
0.940702109	0.015501817	0
0.950614974	0.01325766	0
0.96052299	0.010982981	0
0.97042607	0.008677418	0
0.980324122	0.00634059	0
0.990217053	0.003972095	0
1	0	0
0.989782947	-0.002649873	0
0.979675878	-0.003718367	0
0.96957393	-0.004777418	0
0.95947701	-0.005827425	0
0.949385026	-0.006868771	0
0.939297891	-0.007901817	0
0.929215521	-0.008926902	0
0.919137833	-0.009944348	0
0.909064748	-0.010954452	0
0.898996189	-0.011957493	0
0.888932081	-0.012953728	0
0.878872352	-0.013943395	0
0.868816932	-0.014926707	0
0.858765753	-0.015903859	0
0.848718749	-0.016875022	0
0.838675855	-0.017840349	0
0.828637008	-0.018799966	0
0.818602147	-0.019753983	0
0.808571214	-0.020702482	0
0.798544149	-0.021645527	0
0.788520896	-0.022583159	0
0.778501399	-0.023515393	0
0.768485604	-0.024442225	0
0.758473455	-0.025363627	0
0.7484649	-0.026279546	0
0.738459888	-0.027189906	0
0.728458364	-0.028094608	0
0.718460279	-0.02899353	0
0.708465582	-0.029886522	0
0.69847422	-0.030773411	0
0.688486143	-0.031654001	0
0.6785013	-0.032528068	0
0.668519639	-0.033395362	0
0.65854111	-0.034255609	0
0.648565659	-0.035108506	0
0.638593234	-0.035953725	0
0.628623782	-0.036790909	0
0.618657248	-0.037619672	0
0.608693576	-0.038439602	0
0.59873271	-0.039250256	0
0.588774593	-0.040051161	0
0.578819164	-0.040841814	0
0.568866362	-0.04162168	0
0.558916125	-0.042390192	0
0.548968388	-0.04314675	0
0.539023083	-0.04389072	0
0.529080141	-0.044621432	0
0.519139491	-0.045338183	0
0.509201058	-0.046040228	0
0.499264764	-0.046726786	0
0.48933053	-0.047397036	0
0.479398271	-0.048050114	0
0.4694679	-0.048685114	0
0.459539326	-0.049301083	0
0.449612455	-0.049897021	0
0.439687187	-0.050471879	0
0.429763418	-0.051024556	0
0.419841041	-0.051553894	0
0.409919941	-0.05205868	0
0.400000003	-0.052537636	0
0.390182459	-0.052996182	0
0.380366948	-0.053439664	0
0.370553156	-0.053866591	0
0.360740754	-0.054275394	0
0.350929399	-0.054664419	0
0.341118729	-0.055031921	0
0.331308362	-0.055376056	0
0.321497897	-0.055694873	0
0.311686911	-0.055986303	0
0.301874954	-0.05624815	0
0.292061553	-0.056478073	0
0.282246207	-0.056673577	0
0.272428383	-0.056831991	0
0.262607516	-0.056950449	0
0.252783001	-0.057025864	0
0.242954196	-0.057054903	0
0.233120412	-0.057033949	0
0.223280908	-0.056959062	0
0.213434888	-0.05682593	0
0.20358149	-0.056629806	0
0.193719779	-0.056365439	0
0.183848734	-0.056026976	0
0.173967233	-0.055607855	0
0.164074039	-0.055100649	0
0.154167774	-0.054496887	0
0.144246892	-0.053786803	0
0.13430964	-0.052959011	0
0.124354005	-0.052000066	0
0.114377648	-0.050893848	0
0.104377802	-0.049620693	0
0.094351131	-0.048156123	0
0.084293513	-0.046468908	0
0.074199704	-0.044518002	0
0.064062779	-0.042247406	0
0.053873139	-0.039576944	0
0.04361657	-0.036384114	0
0.033269958	-0.032463393	0
0.022789675	-0.027415002	0
0.012066594	-0.020208334	0
0	0	0
